Fierro,Cromo,Aluminio,Cobre,Plomo,Nickel,Plata,Estano,Titanio,Vanadio,Cadmio,Manganeso,Sodio,Potasio,Silicio,Zinc,Bario,Boro,Calcio,Molibdeno,Magnesio,Fosforo,v 40,Contenido agua,Índice PQ,Oxidacion,Partículas > 4um,Partículas > 6um,Partículas > 14um,Family,Estado,Diagnostic,Comentario,Recomendacion,
229804,2.8,0.1,0.1,0.4,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.1,0.1,0.1,0.1,2,0.1,0.1,175,298.84,0,5,4.57,7967,2471,133,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
193444,10.7,0.1,0.1,1.4,1.7,0.1,0.1,0.1,0.1,0.6,0.1,0.4,1.9,0.1,3.4,31.2,0.5,0.1,76.5,0.1,0.1,183,278.71,0,15,3.94,12132,1409,124,Pumps,Normal,Normal,"Niveles de desgaste junto a contaminaciones determinadas por espectrometría
 se encuentran entre limites permisibles, grado de viscosidad aceptable
 para lubricante especificado.","Se sugiere mantener seguimiento según plan de mantenimiento para evaluar
 tendencias en desgaste y contaminación externa."
216731,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.1,4.9,0.1,0.1,27,4.1,0.1,0.1,296,312.51,0,0,4.69,8749,1795,120,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
37836,12.3,0.1,0.1,0.1,5.1,0.1,0.1,0.5,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,1.9,0.1,0.1,0.1,254,213.57,0,5,5.06,113724,16022,319,Pumps,Normal,Normal,"Se aprecia estabilidad en las concentraciones de Fe y Pb, en niveles normales
 de operación, contaminación externa optima, características
 fisicoquímicas demuestran rellenos de aceite, grado de viscosidad en
 corresponde a un ISO VG 220, con similitud en paquete de aditivos a un
 Shell Omala 220.","Continuar con monitoreo según plan de mantenimiento para ver tendencias
 en desgaste y contaminación."
41154,11.2,0.1,0.1,0.7,3,0.2,0.1,0.1,0.1,0.4,0.1,0.2,0.1,0.1,1.5,12.9,0.1,1.8,1.9,0.1,0.2,187,197.1,0,10,4.65,62755,8325,504,Pumps,Normal,Normal,"Se aprecia estabilidad en las concentraciones de Fe y Pb, en niveles normales
 de operación, contaminación externa optima, características
 fisicoquímicas demuestran grado de viscosidad estable, con clasificación
 ISO VG 220, con similitud en paquete de aditivos a un Shell Omala
 220.","Continuar con monitoreo según plan de mantenimiento para ver tendencias
 en desgaste y contaminación."
49469,18.2,0.1,0.1,0.8,6.6,0.2,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.2,5.1,0.1,0.1,0.2,1,0.1,0.1,194,218.99,0,15,4.12,72355,12849,413,Pumps,Normal,Normal,"Proceso de Lubricación en óptima operación. Tendencias de contaminantes
 por sílice presentan descenso en operación junto con desgaste de
 metales lo cuales presentan baja en abrasión. Viscosidad mantiene tendencia
 normal, similar a un ISO VG 220.","Continuar con monitoreo según plan de mantenimiento para ver tendencias
 en desgaste y contaminación."
50236,5.4,0.1,0.1,0.1,2.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1,0.3,0.1,0.1,0.1,0.1,0.1,209,219.89,0,0,3.41,547998,30170,365,Pumps,Normal,Normal,"Proceso de Lubricación en óptima operación. Tendencias de contaminantes
 por sílice presentan descenso en operación. Desgaste de metales
 se mantienen en su proceso y se sitúan dentro de los rangos permitidos
 de operación.","Continuar con monitoreo de lubricante y componente según plan de mantenimiento
 observando tendencias de material abrasivo en lubricación."
53670,14,0.1,0.5,1.1,8.6,0.1,0.1,1.5,0.1,0.1,0.4,0.1,1.1,0.3,3.4,1.5,0.2,0.5,2,0.2,0.9,190,219.01,0,10,3.28,113910,18197,525,Pumps,Normal,Normal,"Se aprecian concentraciones de fierro y plomo en leve alza entre límites
 permisibles, presencia de partículas en suspensión, según COD ISO
 4406 24/21/16 levemente sobre estándar. Grado de viscosidad estable
 para lubricante similar a ISO VG 220.","Se recomienda mantener en observación según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación. Analizar implementación
 de micro filtrado para reducir partículas solidas en suspensión."
183431,7.2,0.1,0.1,0.6,2.4,0.1,0.1,0.1,0.1,0.1,0.1,0.6,1.1,0.1,7.3,1.7,0.1,0.1,8.3,0.1,0.1,142,220.16,0,10,3.18,127507,5116,111,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
122787,9.8,0.3,0.1,1.1,8.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.8,0.1,0.8,19.6,0.1,0.1,2.3,0.1,0.1,225,201.38,0,10,4.03,58697,9037,577,Pumps,Normal,Normal,"Cambio de aceite estabiliza criticidad en metales de desgaste, concentraciones
 de fierro y humedad externa dentro de los rangos permitidos para
 la operación. Grado de viscosidad y oxidación normal en lubricante.","Continuar con monitoreo evaluando nuevas alzas de desgaste y contaminantes
 según plan de mantenimiento."
144143,7.7,0.1,0.5,1.4,0.1,0.1,0.1,0.1,0.9,0.1,0.1,0.4,1.7,0.1,2.1,2.8,0.2,10.6,2.2,0.1,0.8,162,225.92,0,10,3.77,41744,8242,260,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
146840,3.6,0.1,0.1,0.7,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3,0.1,0.1,0.1,0.4,1,2.6,0.1,0.1,185,223.33,0,5,3.36,36396,9152,1019,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
149519,4.4,0.1,0.1,1,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7,0.2,1.7,1.8,0.1,0.9,2.2,0.1,0.6,122,234.49,0,5,2.63,70987,25703,1999,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
152072,3.6,0.1,0.3,1.6,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,4.5,0.1,2.9,3.1,0.1,0.1,3.4,0.1,0.1,196,218.67,0,5,2.57,37910,18981,2948,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
154374,9.7,0.2,1,1.5,1.4,0.3,0.1,0.1,0.3,0.4,0.1,0.2,3.6,0.3,4,3.4,0.1,0.6,1.5,0.1,0.1,225,221.28,0,10,3.18,14706,1583,85,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
157058,3.9,0.4,0.5,1.4,2.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,4.6,0.1,3.3,4.3,0.1,0.1,0.5,0.1,0.1,139,220.68,0,5,2.81,20846,4431,314,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
162446,2.7,0.1,0.1,0.2,0.1,0.1,0.1,0.8,0.1,0.2,0.1,0.1,5.5,3.5,0.1,64.7,0.1,0.1,10.2,0.1,6.7,162,198.34,0,15,5.94,29339,3748,307,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
53669,6.8,0.1,0.8,0.9,0.8,0.4,0.1,0.1,0.1,0.1,0.3,0.1,1.2,0.6,3.5,1.6,0.2,0.2,3.9,0.1,1.8,197,219.09,0,0,3.35,118979,15496,563,Pumps,Normal,Normal,"Proceso de Lubricación en óptima operación. Tendencias de contaminantes
 por sílice presentan descenso en operación. Desgaste de metales
 se mantienen en su proceso y se sitúan dentro de los rangos permitidos
 de operación. Se determina particulado en suspension elevado segun
 COD ISO 24/21/16.","Se recomienda verificar estado de filtros en sistema y realizar micro filtrado
 para lograr así un código ISO */18/15 que es aceptable para
 un sistema hidráulico. Verificar tendencias en próximo control de muestra."
68191,7.4,0.2,0.1,0.2,3,0.5,0.1,0.4,0.1,0.4,0.4,0.2,8,0.1,3.2,0.7,0.1,0.1,8.6,1.9,1.3,171,223.26,0,5,5.07,78732,15235,809,Pumps,Normal,Normal,"Se aprecia reducción parcial en las concentraciones de desgaste, entre
 límites permisibles para la operación, características fisicoquímicas
 determinan grado de viscosidad aceptable para operación.",Continuar con monitoreo de lubricante y componente según plan de mantenimiento.
136844,11.8,0.3,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,227,222.2,0,10,2.82,37371,4832,149,Pumps,Normal,Normal,"Las características determinadas a la muestra se encuentran entre los
 rangos permitidos para el servicio. Evidenciando un buen proceso de lubricación.","Continuar con monitoreo según plan de mantenimiento para evaluar tendencias
 en desgaste y contaminación."
140156,7.5,0.1,0.1,1.8,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,1.6,0.3,1.3,0.9,0.1,1.6,2.3,0.1,0.1,208,221.92,0,10,4.01,263202,89865,9896,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
144145,4,0.1,0.4,4.7,0.3,0.4,0.1,0.4,0.7,0.1,0.1,0.8,1.1,0.1,0.1,3.9,0.3,10.7,3.2,0.1,0.5,169,223.22,0,5,3.96,19670,6794,947,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
146842,5.2,0.1,1.5,8.6,1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,4.4,1.2,4.1,14.6,0.7,4,24.3,0.1,0.9,250,220.4,0,5,3.73,84302,28390,4239,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
149521,2,0.1,0.1,2,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6,0.5,1.7,1.7,0.1,0.6,1.1,0.1,0.1,197,228.53,0,5,2.62,61680,27893,5380,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
284709,3.5,0.1,0.1,2.5,1.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,2.1,0.1,0.1,0.1,2.5,0.1,0.1,250,214.55,0,10,4.65,5854,1338,73,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, grado
 de viscosidad y degradación normal de lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
37409,26.8,0.2,2.6,3.6,13.7,0.2,0.1,0.1,0.1,0.3,0.1,0.5,3.6,0.1,6.7,0.1,0.1,1.5,0.1,0.1,0.1,168,215.82,0,25,5.45,47912,5002,353,Pumps,Alerta,Normal,"Se aprecian concentraciones en metales de desgaste con incremento paulatino
 en niveles de alerta para la operación, contaminación externa aceptable,
 características físico químicas similares a un Shell Omala
 220, con degradación normal para la operación.","Se recomienda mantener seguimiento según plan de mantenimiento para ver
 tendencias en desgaste y contaminación."
48296,11.2,0.1,0.1,1.4,1.7,0.1,0.7,0.1,0.1,0.8,0.6,0.9,12,0.2,0.3,1.1,0.1,0.3,4.8,0.7,0.2,214,206.08,0,10,3.36,25863,1916,51,Pumps,Normal,Normal,"Las características determinadas a la muestra se encuentran entre los
 rangos permitidos para el servicio manteniendo tendencias normales tanto
 en desgaste de metales como ingreso de contaminantes. Viscosidad mantiene
 tendencia estable normal, similar a un ISO VG 220.",Continuar con monitoreo de lubricante y componentes según plan de mantenimiento.
62638,14.4,0.5,0.9,0.5,5.4,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.5,0.2,7.4,0.1,0.1,0.1,0.1,0.1,0.1,177,230.2,0,10,3.64,289952,17743,861,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas determinadas por espectrometría
 en tamaño y concentraciones admisibles para la operación, Grado
 de viscosidad y degradación normal en lubricante.","Se sugiere realizar seguimiento según plan de mantenimiento para evaluar
 tendencias en desgaste y contaminación."
68192,14.9,0.2,0.6,0.7,5.4,0.5,0.1,0.1,0.1,0.1,0.6,0.2,1.2,0.1,4.5,1.4,0.2,0.1,6.3,1.1,0.1,174,222.52,0,10,9.75,208499,24948,504,Pumps,Normal,Normal,"Se aprecian niveles de desgaste y contaminación externa, entre límites
 permisibles. características fisicoquímicas determinan grado de viscosidad
 estable, evidenciando buen proceso de lubricación.",Continuar con monitoreo de lubricante y componente según plan de mantenimiento.
84757,3.4,0.1,0.9,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.8,0.6,0.1,0.1,2.4,0.1,0.1,176,225.17,0,5,3.32,49225,10335,546,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante, no detectando residuos de
 agua disuelta.","Continuar con monitoreo tribologico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
122790,3.5,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.2,0.2,0.1,0.1,0.1,0.1,0.1,224,218.9,0,15,3.05,114669,16058,228,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
140005,10.1,0.1,0.1,2.4,0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.1,1.2,0.4,0.1,1.8,0.2,2.1,7.1,0.1,0.1,193,222.06,0,20,3.74,78815,11446,621,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con seguimiento tribológico según plan de mantenimiento, para
 evaluar criticidad en tendencias de desgaste."
144146,6.1,0.1,0.6,6.3,0.1,0.2,0.1,0.1,0.8,0.1,0.1,0.7,0.5,0.1,0.1,5.2,0.3,10.6,3.3,0.1,0.8,195,224.56,0,10,3.99,65329,5137,378,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
146844,9.7,0.1,0.1,3.4,2.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,4,0.7,0.2,0.1,0.5,1.2,6.2,0.1,0.5,208,221.22,0,15,3.43,379857,55755,235,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
149522,8.7,0.1,0.1,1.2,2.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.4,0.4,3.5,2.9,0.1,1.1,2.1,0.1,0.2,182,233.37,0,10,2.6,46157,9813,954,Pumps,Normal,Normal,"Niveles de desgaste y contaminaciones externas se determinan en menor tamaño
 por lo cual se mantienen dentro de lo permisible. Grado de viscosidad
 y degradación normal en lubricante.","Continuar con monitoreo tribológico según plan de mantenimiento, para
 evaluar tendencias en desgaste y contaminación."
41155,27.5,0.5,0.3,1.7,6.6,0.7,0.1,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.5,0.1,0.2,0.4,0.1,0.1,0.1,184,186.1,0,20,3.23,89600,15760,851,Pumps,Alerta,Normal,"Se aprecia un cambio de aceite, estabilizando tendencias de desgaste a
 niveles normales de operación, características fisicoquímicas demuestran
 grado de viscosidad y degradación aceptable en lubricante, con
 clasificación ISO VG 220.","Se sugiere mantener seguimiento según plan de mantenimiento, evaluar tendencias
 de Cu y Pb, en próximo muestreo para implementar plan de acción
 oportuno. Verificar procedimientos de muestreo para evitar contaminación
 con sedimentos de cárter o residuos externos al mecanismo."
64769,26.4,0.1,2.4,6.6,5.4,0.7,0.1,0.1,0.1,0.2,0.1,0.7,3,0.5,11.7,1.2,0.1,0.1,2.7,0.1,0.2,201,221.87,0,25,4.01,771774,53812,309,Pumps,Normal,Normal,"Se aprecia reducción parcial en tendencias de desgaste y contaminación
 externa entre límites permisibles para la operación, características
 físico químicas demuestran viscosidad estable con clasificación
 ISO VG 220.","Continuar con monitoreo de lubricante y componente según plan de mantenimiento
 observando tendencias de material abrasivo en lubricante."
68190,12.1,0.1,0.1,3.5,0.1,0.6,0.1,0.1,0.1,0.2,0.4,0.2,3.9,0.2,6.4,1.6,0.1,0.2,6.1,0.1,0.4,175,223.37,0,10,5.12,156213,25674,680,Pumps,Normal,Normal,"Se aprecia reducción parcial en las concentraciones de desgaste, entre
 límites permisibles para la operación, características fisicoquímicas
 determinan grado de viscosidad estable para operación.","Se sugiere realizar seguimiento según plan de mantenimiento para evaluar
 tendencias en desgaste y contaminación, Monitorear de manera frecuente
 nivel de aceite y temperaturas de servicio."
85855,6.2,0.1,0.2,2.4,0.2,0.1,0.1,1,0.1,0.1,0.1,0.1,0.4,0.1,4.3,4.2,0.1,0.1,0.8,0.1,0.1,202,219.16,0,5,2.88,7491,2397,439,Pumps,Normal,Normal,"Proceso de Lubricación en óptima operación. Tendencias de contaminantes
 por sílice presentan descenso en operación. Desgaste de metales
 se mantienen en su proceso y se sitúan dentro de los rangos permitidos
 de operación.","Continuar con monitoreo de lubricante y componente según plan de mantenimiento
 observando tendencias de material abrasivo en lubricante."
